HZ,JGDEC,CFREQ,PINYIN,JIESHI,ENGLISH,FIND,RCNT
襢,衤亶,0,tǎn,古同“袒”，裸露。,strip#lay bare#bared,0,2
謺,執言,0,zhé,〔～讘〕多言。#拾人语。,N/A,0,2
劐,蒦刂,0,huō,用耕具划开土壤或用剪刀等尖利器物划开东西：～地。用剪刀～开。#同“耠”。,destroy,0,2
搋,扌虒,0,chuāi,〔～子〕疏通下水道的工具，用木柄插入橡皮碗制成。#用手掌压、揉，使搀入的东西和匀：～面。,to thump,0,2
醊,酉叕,0,zhuì,祭祀时把酒洒在地上：“男女老壮皆相与赋敛，致奠～以千数。”#连续祭祀：“八陛，陛五十八～，合四百六十四～。”,to pour wine in a libation,0,2
廒,广敖,0,áo,收藏粮食的仓房：仓～。,a granary,0,2
洚,氵夅,0,jiàng,大水泛滥，洪水：～水。,a flood,0,2
胲,月亥,0,hǎi,有机化合物的一类，亦称“羟胺”。,N/A,0,2
韥,韋賣,0,dú,古同“韣”，弓袋。,N/A,0,2
饘,飠亶,0,zhān,稠：“～粥之食。”#煮或吃：“～于是，鬻于是，以餬余口。”,gruel,0,2
馂,饣夋,0,jùn,吃剩下的食物。#熟食。,leftovers,0,2
筅,竹先,0,xiǎn,炊帚，用竹子等做成的刷锅、碗的用具：～帚。,bamboo brush#halberd,0,2
鳆,鱼复,0,fù,〔～鱼〕软体动物，贝壳椭圆形，生活在海中，肉可食。亦称“鲍鱼”。贝壳中医入药，称“石决明”。,abalone,0,2
鲊,鱼乍,0,zhǎ#zhà,一种用盐和红曲腌的鱼：“江南人好作盘游饭，～脯脍炙，无有不埋在饭中”。#用米粉、面粉等加盐和其他作料拌制的切碎的菜，可以贮存：茄子～。扁豆～。,to preserve,0,2
篸,竹參,0,cēn#zān#cǎn,〔～差〕古同“参差”，长短或粗细不齐。,a basket#hod#scuttle,0,2
腄,月垂,0,chuí,趼，手、脚掌上因长期摩擦形成的硬皮。#马或鸟胫上的结骨。#臀。,N/A,0,2
臑,月需,0,nào,牲畜前肢的下半截。#中医指人自肩至肘前侧靠近腋部的隆起的肌肉。,soft,0,2
诐,讠皮,0,bì,偏颇，邪僻：～行。～辞。,argue#biased#one-sided,0,2
仳,亻比,0,pǐ#pí,〔～离〕夫妻分离。特指妇女被遗弃而离去。,separate#part company,0,2
趩,走異,0,chì,行走声：“其来～～。”#踟蹰不前。#走貌。,N/A,0,2
絪,糹因,0,yīn,古同“氤”：“天地～緼，万物化醇。”#古通“茵”，垫子或褥子：“加画绣～冯。”,matting#coverlet#cloudy,0,2
绹,纟匋,0,táo,绳索。,to braid#twist,0,2
膵,月萃,0,cuì,胰的旧称。,pancreas,0,2
蕗,艹路,0,lù,〔菎～〕古书上说的一种香草。,N/A,0,2
匽,匚日女,6,yǎn#yǎn,隐藏。#古兵器名，戟的一种。#古同“偃”#古通“燕（yān）”，古国名。,to hide#to secrete,0,3
蝘,虫匽,0,yǎn,〔～蜓〕①古书上指壁虎。②一种爬虫，全身有光滑圆鳞，背面古铜色，有金属光泽，捕食昆虫。亦称“铜石龙子”。#蝉的一种。,gecko#kind of cicada,0,2
袠,袠,1,zhì,同“帙”。,book cover#satchel or bag,0,1
賸,月丷夫貝,0,shèng,同“剩”。,leftovers#residue#remains,0,4
葙,艹相,0,xiāng,〔青～〕古书上说的像鸡冠花的一种植物。,N/A,0,2
祪,礻危,0,guǐ,已毁庙的远祖。,N/A,0,2
禘,礻帝,0,dì,古代帝王或诸侯在始祖庙里对祖先的一种盛大祭祀：“王者～其祖之所自出，以其祖配之。”#古代宗庙四季祭祀之一。#细察：“观者～心。”,imperial ancestor worship,0,2
菍,艹念,0,niè#rěn,古书上说的一种草。,N/A,0,2
仉,亻几,0,zhǎng,姓。,surname of the mother of Mencius,0,2
氕,气丿,0,piē,氢的同位素之一，是氢的主要成分。,N/A,0,2
矔,目雚,0,guàn#quán,目光灌注。#转目顾视。#瞪眼看。#闭一只眼。,N/A,0,2
臒,月蒦,0,wò#yuè,好肉。,N/A,0,2
苿,艹未,0,wèi,古同“菋”，一种药材，即五味子。,N/A,0,2
菢,艹抱,0,bào,同“抱”。,to incubate#to brood#to hatch,0,2
蔂,艹累,0,léi,一种像葛的蔓生植物。#筐子：“劓鼻盈～，断足盈车。”,basket#hod,0,2
藞,艹磊,0,lǎ,〔～䕢〕①不中貌；②粗率，不检点。,N/A,0,2
袩,衤占,0,zhé,衣衽。#衣领端。,N/A,0,2
跍,足古,0,kū,蹲。,N/A,0,2
跓,足主,0,zhù,停足。,N/A,0,2
邿,寺阝,0,shī,古国名，中国春秋时属鲁，在今山东省济宁市东南。#山名，在中国山东省平阴县西。#姓。,a state in Shandong province,0,2
醿,酉縻,0,mí,古同“醾”。,N/A,0,2
鈨,釒元,0,yuán,刀镡：刀身与护手之间的销。剑柄与剑身连接处两边突出部分：剑鼻、剑环、剑口、剑首。,N/A,0,2
駵,馬丣,0,liú,古同“骝”。,N/A,0,2
駸,馬コ一冖又,0,qīn,见“骎”。,galloping#speeding,0,5
鰪,魚盍,0,è,〔～鱂〕古书上说的一种鱼。,N/A,0,2
鱾,鱼己,0,jǐ,〔～鱼〕身体侧扁，椭圆形，头小口小。生活在海底岩礁间。,name of fish,0,2
賨,宗貝,0,cóng,中国秦汉时期四川、湖南等地少数民族所缴的一种赋税。亦指这些少数民族。,tribute paid in cloth by the tribes in Szechwan and Yunnan under the Han dynasty,0,2
艞,舟竹兆,0,yào,大船。,N/A,0,3
鹟,翁鸟,0,wēng,鸟类的一科，形小，上面黑褐色，下面淡白色，嘴稍扁平，吃害虫，是益鸟。,N/A,0,2
鞓,革呈,0,tīng,皮腰带：“金鱼公子夹衫长，密装腰～割玉方。”,N/A,0,2
穊,禾既,0,jì,稠密：“深耕～种，立苗欲疏。”,plough deep#sown slowly,0,2
蕡,艹賁,0,fén,多而大：“桃之夭夭，有～其实。”#大麻或大麻的子实：“菽麦～稻黍粱秫。”#姓。,hemp seeds#plant with abundant,0,2
鑨,釒龍,0,lóng,器。#古同“砻”。,N/A,0,2
楱,木奏,0,còu#zòu,古书上说的橘子一类的水果：“于是乎卢橘夏熟，黄甘橙～。”,N/A,0,2
靹,革内,0,nà,古同“䪏”，柔软的土壤。,N/A,0,2
鷃,晏鳥,0,yàn,古同“鴳”：“夫藩篱之～，岂能与之料天地之高哉！”,quail,0,2
鼱,鼠青,0,jīng,〔鼩～〕见“鼩”。,N/A,0,2
艆,舟良,0,láng,古书上说的一种海中大船。#船舷。,N/A,0,2
褯,衤席,0,jiè,〔～子〕方言，尿布。#包裹婴儿的衣被。,children's garments. a mat for wrapping garments,0,2
剞,奇刂,0,jī,〔～劂〕①雕刻用的曲刀；②雕版，刻书。,grave,0,2
蔟,艹族,0,cù,蚕在上面做茧的东西，通常用稻草做成：蚕～。#古同“簇”，丛聚。,frame on which silkworms spin,0,2
靿,革幼,0,yào,靴或袜子的筒儿：高～儿靴子。高～儿袜子。,the leg of a boot,0,2
瘼,疒莫,0,mò,病，疾苦：民～。,sickness#distress,0,2
酴,酉余,0,tú,酒母，酒曲。#重酿的酒：～酒。～酥。,leaven#yeast#wine,0,2
鼢,鼠分,0,fén,〔～鼠〕哺乳动物，在地下打洞，损害农作物的根及牧草，甚至危害河堤。亦称“盲鼠”、“地羊”。,a variety of mole,0,2
睆,目完,0,huǎn,鼓出：“尔其文章，～目、锐头、皤腹。”#明亮：“～彼牵牛，不以服箱。”#浑圆：“有～其实。”,bright,0,2
硁,石ス工,0,kēng,〔～～〕形容浅薄固执，如“鄙哉～～乎！莫已知也，斯已而已矣”。#敲打石头的声音。,the sound of stones knocking together,0,3
秬,禾巨,0,jù,黑黍：“诞降嘉种，维～维秠。”#黑。,black millet,0,2
筦,竹完,0,guǎn,同“管”。#姓。,a key#to be in charge#a pipe,0,2
粡,米同,0,tóng,粽子。#粗米。,N/A,0,2
粣,米册,0,cè#sè,粽子：“世祖幸芳林园，就悰求扁米～。”,N/A,0,2
綖,糹延,0,yán#xiàn,古代覆盖在帽子上的一种装饰物。#古通“延”，延缓；松懈：“百官慎职而莫敢愉～。”,the hanging flap in the front of a hat,0,2
刭,ス工刂,0,jǐng,用刀割颈：自～。,cut throat,0,3
跼,足局,0,jú,同“局”。,bent#stooped#crouched,0,2
蒇,艹戊贝,0,chǎn,完成，解决：～事。,finish#complete#solve,0,3
挢,扌乔,0,jiǎo,举，翘：～舌。舌～不下。～首高视。#纠正：～邪防非。,correct,0,2
邆,辶登,0,téng,〔～川〕即“邓川”，古州名，在中国云南省境。,N/A,0,2
彡,彡,37,shān#xiǎn,须毛和画饰的花纹。#毛长。,hair,0,1
猃,犭佥,0,xiǎn,〔～狁〕中国古代北方的民族，春秋时称“戎”、“狄”，战国后称“匈奴”。#古书上指长嘴狗，猎犬的一种。,dog,0,2
闉,門垔,0,yīn,古指瓮城的门：“城～不禁。”#城：“巧技出吴～。”#古通“堙”：“救～池者，以火与争鼓橐。”#姓。,curved#bent#a curved wall,0,2
阓,门贵,0,huì,古指市场的大门：“尔乃廓开九市，通闤带～。”,gate of a market,0,2
阛,门睘,0,huán,市场的围墙，也借指市场：“尔乃廓开九市，通～带闠。”,wall around market place,0,2
靺,革末,0,mò,〔～鞨〕中国古代东北方的民族。,stocking#the Tungusic tribe,0,2
鞨,革曷,0,hé,履。#〔靺～〕见“靺”。#帕头：～巾。,tribe,0,2
铥,钅丢,0,diū,一种金属元素，属稀土金属。银色，质软，可用于制不需电源的手提简易Ｘ射线机。,thulium,0,2
瘅,疒单,0,dàn#dān,由劳累造成的病。#憎恨：彰善～恶。#古同“疸”，黄疸病。,to hate bitterly#drought#dry,0,2
騻,馬爽,0,shuāng,古同“驦”。,horse,0,2
箅,竹畀,0,bì,〔～子〕有空隙而能起间隔作用的片状器具，如“竹～～”、“纱～～”。,N/A,0,2
箢,竹宛,0,yuān#wǎn,〔～篼〕竹篾等编成的盛东西的器具。,N/A,0,2
觖,角夬,0,jué,不满意：～望。#古同“抉”，挑剔。,to long for,0,2
麆,鹿且,0,zhù#cū,幼獐。,N/A,0,2
齮,齒奇,0,yǐ,〔～齕〕①毁坏，如“且秦复得志于天下，则～～用事者坟墓矣。”②倾轧，如“室家何抢攘，朝士亦～～。”#咬：“～嚼午忘饥。”,bite,0,2
瘊,疒侯,0,hóu,〔～子〕疣的通称。,warts#pimples,0,2
聴,耳十罒心,0,tīng,古同“听”。,hear#listen#understand,0,4
讬,讠乇,0,tuō,同“托”。,entrust#rely on#commission,0,2
揲,扌枼,0,shé#dié#yè,古代数蓍草以占卜吉凶。#积累。#取。,to fold,0,2
镮,钅睘,0,huán,古同“环”，泛指圆圈形物。#古钱量名。#书法用语，转。,metal ring#measure of currency,0,2
钷,钅叵,0,pǒ,一种人造的放射性元素。钷的乙种射线能使磷光体发光，用来制造荧光粉、航标灯，亦用来制造小而轻的原子电池。,promethium,0,2
睪,罒幸,2,yì#zé#gāo,暗中察看。,spy on,0,2
翫,習元,0,wán,同“玩”。,careless#play,0,2
荅,艹合,6,dá,同“答1”。#小豆：“菽～麻麦”。#厚：“～布皮革千石”。,answer: small bean#thick,0,2
菉,艹录,0,lù,荩草。#古通“绿”，绿色。#古通“录”，收录。,greenish bamboo,0,2
袚,衤犮,0,fú,同“韍”，蔽膝。,greave#knee-pads#buskins,0,2
褋,衤枼,0,dié,单衣：“捐余袂兮江中，遗余～兮澧浦。”,N/A,0,2
贠,厶贝,0,yuán#yùn,古同“员”。,member#personnel#staff member,0,2
踦,足奇,0,qī,脚：“其狱一～腓一～屦而当死。”#跛：“其跳者～也。”,the shin#to pierce#to touch,0,2
遯,辶豚,0,dùn,同“遁”。,deceive#hide#conceal,0,2
鎌,釒兼,0,lián,同“镰”。,sickle,0,2
靉,雲愛,0,ài,〔～靆〕雲彩很厚的樣子。烏雲～。,cloudy sky#dark#obscure,0,2
韲,韲,1,jī,整。,pulverize,0,1
餖,飠豆,0,dòu,〔～飣〕①供陳設的食品。②比喻堆砌文辭。,food item set out for show only,0,2
麕,鹿囷,0,jūn,同“麇2”。,muntjac deer,0,2
菵,艹罔,0,wǎng,〔～草〕一种生在田里的草，可作饲料。亦称“水稗子”。,N/A,0,2
蟭,虫焦,0,jiāo,〔～螟〕同“焦螟”，古代传说中的一种极小的虫子，如“～～屯蚊眉之中，而笑弥天之大鹏。”,very small bug,0,2
稖,禾咅,0,bàng,耜一类的农具。#耕。#〈方〉玉米。晋语、江淮官话。,N/A,0,2
咅,立口,16,pǒu,义同“呸”，表示斥责或唾弃。,pah#pooh,0,2
笇,竹卞,0,suàn,古同“算”：“上方与晁错调兵～军食。”#竹器。#姓。,N/A,0,2
篂,竹星,0,xīng,〔箳～〕见“箳”。,N/A,0,2
緛,糹耎,0,ruǎn#ruàn,衣服的绉褶。#收缩：“大筋～短，小筋弛长。”#减缝衣。,N/A,0,2
縿,糹參,0,shān,古时旌旗的正幅：“素升龙于～”。,streamer,0,2
蕚,艹品亏,0,è,古同“萼”。,younger brother,0,3
蝿,虫日电,0,yíng,古同“蝇”。,flies,0,3
袃,切衣,0,chài,〔～蒯〕刺鲠，如“细故～～，奚足以疑。”亦称“袃芥”。,N/A,0,2
軓,車凡,0,fàn#guǐ,古代车箱前面的档板。,N/A,0,2
鉄,釒失,0,tiě,同“鐵”。,iron#strong#solid,0,2
鯕,魚其,0,qí,见“鲯”。,coryphaena hippurus,0,2
鶕,音鳥,0,ān,古同“鹌”。,N/A,0,2
麨,麥少,0,chǎo,炒的米粉或面粉，一种干粮：“朝出移秧夜食～。”,N/A,0,2
脭,月呈,0,chéng,精肉：“饮食则温淳甘膬，～醲肥厚。”,N/A,0,2
鲯,鱼其,0,qí,〔～鳅〕鱼，体侧扁，长达一米，尾柄细小，黑褐色，头高大，额部隆起，背鳍很长，尾鳍分叉深，生活在海洋中。,coryphaena hippurus,0,2
鐏,釒尊,0,zūn,戈柄下端的圆锥形金属套：“进戈者前其～。”#古同“樽”，古代的酒杯：“狼籍盘与～。”#古书上说的一种农具。#姓。,cap,0,2
魾,魚丕,0,pī,即“大鱯”。,N/A,0,2
眎,目示,0,shì,同“视”。,look at#inspect#observe,0,2
窋,穴出,0,zhú#kū,欲出的样子。#空。,N/A,0,2
縡,糹宰,0,zài#zēng,古通“载”，事情：“上天之～。”,matter#affair,0,2
鉏,釒且,0,chú,古同“锄”：“持～去草。”#诛灭；除去。,hoe#eradicate#eliminate,0,2
謦,声殳言,0,qǐng,〔～欬〕①咳嗽，如“康王蹀足～～，疾言。”②谈笑，如“闻人足音跫然而喜矣，又况乎昆弟亲戚之～～其侧者乎？”,t speak softly,0,3
繐,糹惠,0,suì,同“穗”。,fine cloth,0,2
粺,米卑,0,bài,精米：“彼疏斯～。”#古同“稗”，稗子。,polished rice or millet,0,2
缊,纟昷,1,yùn#yūn#wēn,乱麻；旧絮。#乱。#古通“蕴”。,raveled silk#vague,0,2
艈,舟亠厶丿丨乚,0,yù,同“毓”。,N/A,0,6
蓇,艹骨,0,gū,〔～葖〕①果实的一种类型，如芍药、八角茴香的果实；②骨朵儿。,follicles of plants,0,2
蛣,虫吉,0,jié,〔～蜣〕蜣螂。#木中蛀虫。#海镜，一种蚌，体内常有小蟹寄生。,(dung) beetle,0,2
蹾,足敦,0,dūn,猛地往下放，着地很重：易碎物品，勿～！,to squat#to crouch,0,2
掎,扌奇,0,jǐ,拖住，牵引：～止。～角。#发射：“机不虚～”。#古同“倚”，支撑。,drag aside#pull#drag one foot,0,2
哜,口齐,0,jì#jiē#zhāi,微微尝一点，古代行礼时的仪节之一。如“啐”与“哜”对举时，则“哜”特指吸入酒时只到牙齿而止，不吸入口，吸入口则称“啐”。#吃；吸。,sip,0,2
鄦,無阝,0,xǔ,古同“许”，中国周代诸侯国名，在今河南省许昌县东。#姓。,N/A,0,2
韰,歺又韭,1,xiè,迅速。#〔～果〕心胸偏狭而行为果敢。#姓。,N/A,0,3
飖,爫缶风,0,yáo,飘扬：“香袖风～轻举。”,floating in air,0,3
镲,钅察,0,chǎ,小钹。,cymbals,0,2
麃,鹿灬,3,páo#biāo,古同“狍”：“豺狼逐野～。”,till#plow,0,2
筰,竹作,0,zuó,同“笮1”。,cable,0,2
聠,耳并,0,pīng,耳闭。,N/A,0,2
茷,艹伐,0,fá,草叶茂盛。,flutter#flower,0,2
螀,将虫,0,jiāng,〔寒～〕即“寒蝉”，蝉的一种，比较小，墨色，有黄绿色的斑点，秋天出来叫。,kind of cicada,0,2
褧,耿衣,0,jiǒng,古代用细麻布做的套在外面的罩衣：“朱冠锦～聊日整，漠漠雹中如衣～。”#罩上：“衣锦～衣。”#姓。,unlined clothes#light overcoat,0,2
賮,肀一灬貝,0,jìn,古同“赆”。,farewell gift,0,4
赗,贝冒,0,fèng,送财物助人办丧事。#助人办丧事的财物。,gift,0,2
踡,足卷,0,quán,同“蜷”。,curled#coiled,0,2
揞,扌音,0,ǎn,用手指把药面按在伤口上：快在伤口上～些消炎粉。#用手掩盖，藏。,to cover (with the hand),0,2
遝,辶眔,0,tà,相及：杂～。,mixed#abundant#assorted,0,2
酂,赞阝,0,cuó#zàn,[～阳][～城]地名，都在河南省永城。,collect#small administration,0,2
酇,贊阝,0,cuó#zàn,[～陽][～城]地名，都在河南省永城。,collect#small administration,0,2
檑,木雷,0,léi,古代作战的武器，即从高处推下的大块滚木、滚石：～木。～棍。,N/A,0,2
雮,雨毛,0,mù,鸟类用嘴蘸尾脂腺分泌的油脂润泽羽毛。,N/A,0,2
氍,瞿毛,0,qú,〔～毹〕毛织的地毯，旧时演戏多用来铺在地上或台上，因此常用“氍毹”或“红氍毹”代称舞台。,fine woollen cloth,0,2
腙,月宗,0,zōng,有化合物的一类，是羰基与肼缩合而成的化合物。#屁股上翘；撞。西南官话。,an organic compound,0,2
痖,疒亚,0,yǎ,同“哑”。,dumb,0,2
髣,髟方,0,fǎng,同“仿”。,similar to#like,0,2
髳,髟矛,0,máo#méng,额上头发齐眉的一种发式。#中国古代西南少数民族的一支。,state,0,2
鲒,鱼吉,0,jié,蚌。,clam#oyster,0,2
鲪,鱼君,0,jūn,鱼类的一属，体长形，口大而斜，生活在海中，卵胎生。,N/A,0,2
鹯,亶鸟,0,zhān,鹞类猛禽。亦称“晨风”。,hawk#Butastur indicus,0,2
麜,鹿栗,0,lì,雌性獐子。,N/A,0,2
齸,齒益,0,yì,麋鹿反勹屮勹屮。#麋鹿的胃。,N/A,0,2
齻,齒真,0,diān,牙床末端最后长出的两对磨牙。,N/A,0,2
簰,竹牌,0,pái,同“箄”，筏子。,bamboo raft,0,2
蒾,艹迷,0,mí,〔荚～〕一种灌木，红色核果可食，种子可榨油。,N/A,0,2
蓏,艹瓜瓜,0,luǒ,草本植物的果实。,fruit of plant#melon,0,3
薳,艹遠,0,yuǎn#wěi,〔～志〕同“远志”，一种草本植物，中医用为安神化痰药。,name of a herb#surname,0,2
藛,艹寫,0,xiě,〔泽～〕同“泽泻”，一种草本植物，生长在沼泽地，根入药，茎叶作饲料。,N/A,0,2
蚢,虫亢,0,háng,一种吃蒿叶的野蚕。#大贝。,N/A,0,2
蓠,艹离,0,lí,〔江～〕①红藻的一种，生长在海湾浅水中，可用来制造琼脂；②古书上说的一种香草。,gracilaria verrucosa,0,2
蓰,艹徙,0,xǐ,五倍：倍～。,to increase five-fold,0,2
